LNR,RESPONSE
72087,0.705215325873571
72405,0.34
72723,0.27
72735,0.29
73046,0.33
73682,0.14
73694,0.21
73696,0.53
74317,0.2575
74974,0.08
75286,0.515
75605,0.16
75612,0.2561000244668176
75929,0.39799999999999996
76239,0.32
71471,0.5433333333333333
71776,0.04
71779,0.7421779956201822
72112,0.19
72417,0.175
72420,0.23
72425,0.63
73073,0.23
73393,0.38
73714,0.01
74337,0.46
74347,0.1
74354,0.35
74666,0.655
74667,0.5767043453850454
74990,0.36
75949,0.31
75952,0.19
71486,0.41
71805,0.586
71813,0.27
72130,0.12
72437,0.27
82469,0.5226995435210133
82788,0.51
82793,0.2561000244668176
83111,0.685
83113,0.01
83420,0.64
83425,0.63
83428,0.5226995435210133
83433,0.53
83759,0.58
84381,0.29
84709,0.48
85024,0.68
85026,0.0
85671,0.52
35158,0.31666666666666665
34851,0.04
34853,0.36
34859,0.305
35162,0.59
35165,0.2561000244668176
34865,0.62
34877,0.18
34898,0.575
35203,0.1
34902,0.42
34907,0.4125
34930,0.5708333333333333
34939,0.29
35249,0.27
35561,0.49
35568,0.2561000244668176
35572,0.27
35574,0.21999999999999997
35575,0.36
35889,0.2352335979844635
35583,0.27
35587,0.28
35597,0.605
35900,0.06
35602,0.69
35606,0.6
35922,0.28
35936,0.22
41020,0.55
41028,0.63
41344,0.03
41666,0.0
42319,0.32
42634,0.8233333333333335
42944,0.1
42952,0.5583333333333333
42954,0.08
43274,0.2
43582,0.2352335979844635
43590,0.22
43594,0.545
43909,0.59
43917,0.3
44561,0.39
45202,0.42
45210,0.04
41684,0.17
41691,0.07
42333,0.17
42660,0.16333333333333336
42963,0.09
42979,0.21
43287,0.12
44582,0.5226995435210133
45233,0.34
45544,0.17
45550,0.56
40729,0.07
41379,0.575
41395,0.38
4332,0.11666666666666665
4346,0.38
4044,0.33
5031,0.28
5033,0.0725
5057,0.5233333333333333
4737,0.01
5067,0.43
4757,0.17
4758,0.705215325873571
4762,0.23
4780,0.705215325873571
5183,0.03
5191,0.27083333333333337
5198,0.705215325873571
4802,0.04
5126,0.7421779956201822
5132,0.48
4830,0.77
5154,0.54
4854,0.705215325873571
4861,0.15
5180,0.11
4574,0.26
4896,0.3175
4592,0.46
4599,0.12
4914,0.52
4604,0.55
4932,0.23
4623,0.46
4633,0.23
4636,0.12
4944,0.3366666666666667
4949,0.0
4644,0.705215325873571
4977,0.43
4674,0.5767043453850454
4986,0.47
4683,0.04
4686,0.06
4691,0.17
4700,0.64
5018,0.03
5341,0.27
5646,0.46
5647,0.5226995435210133
5649,0.08
5661,0.49
5671,0.58
5677,0.17
5375,0.39
5396,0.48783333333333334
5410,0.255
5411,0.42
5714,0.33
5427,0.39
5436,0.2033333333333333
5725,0.295
5733,0.33
5454,0.435
10241,0.05
10566,0.21
10579,0.22
929,0.18
935,0.31
1261,0.595
951,0.43
952,0.2561000244668176
955,0.0
1295,0.36333333333333334
966,0.6
974,0.7116666666666667
1305,0.33
995,0.37
998,0.23
1403,0.8
1001,0.22
1009,0.16
1338,0.52
1029,0.705215325873571
1053,0.29
1062,0.39
1067,0.04
1071,0.39
9957,0.5
9960,0.36
9671,0.2561000244668176
9680,0.64
9982,0.9
9700,0.15
9712,0.5058333333333334
10023,0.17
10042,0.05
10043,0.35
10048,0.455
10049,0.46666666666666673
10054,0.38
10057,0.0
10388,0.18
10396,0.17
10700,0.7333333333333333
10716,0.5767043453850454
10418,0.24
10730,0.5725
10733,0.56
10429,0.43
10844,0.36
10856,0.07
10448,0.46
10451,0.12
10458,0.35
10743,0.06
10753,0.14
10756,0.21
10465,0.43
10488,0.16
10490,0.25
10495,0.7421779956201822
10510,0.19
10818,0.81
10531,0.16
10823,0.06
10544,0.64
10553,0.41
31437,0.6133333333333334
31442,0.42
31451,0.14
31453,0.396
31143,0.29
31146,0.23
31149,0.2561000244668176
31460,0.04
31466,0.58
31472,0.5226995435210133
31788,0.145
32113,0.705215325873571
31807,0.05
32122,0.27
32127,0.415
31820,0.285
31832,0.705215325873571
32267,0.22
31860,0.42
31873,0.07
32168,0.355
32177,0.2561000244668176
31882,0.17666666666666664
31896,0.18
31910,0.29
32211,0.45
32232,0.37
31943,0.5767043453850454
31950,0.35
32243,0.74
31966,0.57
31976,0.2
31666,0.3
31674,0.49
31989,0.43
31990,0.13
31991,0.02
31997,0.05
31692,0.705215325873571
31719,0.5
31723,0.31
32039,0.3
32042,0.19
31739,0.5226995435210133
32061,0.19
32062,0.11
44333,0.2
44656,0.16
44658,0.030666666666666665
44976,0.07
44990,0.705215325873571
45312,0.505
45644,0.17
41146,0.705215325873571
41459,0.43
41462,0.15
41787,0.33
42422,0.33
42743,0.36
43076,0.03
44350,0.15
44353,0.52
44356,0.11
25163,0.2352335979844635
25490,0.53
25811,0.705215325873571
25501,0.47
25502,0.39
25505,0.29
25835,0.39
25966,0.21
25973,0.47
25570,0.2
25862,0.53
25871,0.6466666666666666
25877,0.2
34738,0.11
34445,0.5
34447,0.26
34754,0.25932539682539685
34764,0.46
34772,0.13
34775,0.5183333333333333
34484,0.26
34180,0.36
34199,0.44129761904761905
34527,0.705215325873571
34226,0.265
34555,0.5
34243,0.07
34252,0.33
34267,0.5833333333333334
34276,0.37
34584,0.33
34283,0.705215325873571
34290,0.31
34291,0.44
34295,0.29
34599,0.1
34603,0.57
35267,0.08833333333333332
35270,0.18
35279,0.04
35300,0.1
34981,0.13
35338,0.64
35425,0.37
35426,0.01
35432,0.6166666666666667
35022,0.38
35347,0.675
35062,0.5
35072,0.3
35104,0.26
35106,0.32171428571428573
35114,0.4225
35131,0.33
21744,0.44
21754,0.08
21784,0.19
22088,0.455
22095,0.37
21806,0.63
21811,0.2
22099,0.43
22104,0.36
21819,0.5226995435210133
21822,0.09
21834,0.07
21858,0.67
21862,0.72
21875,0.22
22163,0.48
21909,0.33
21910,0.865
21913,0.46
21650,0.5866666666666667
21966,0.17
21977,0.2561000244668176
21662,0.17
21665,0.15
21668,0.13
21683,0.43
21697,0.19
22665,0.14
31548,0.02
31553,0.16
31555,0.5
31232,0.2
31647,0.01
31243,0.16
31266,0.03
31274,0.49
31590,0.645
31294,0.305
31296,0.11
31600,0.4
31314,0.06
31358,0.19
31369,0.15333333333333332
31376,0.52
31070,0.15
31382,0.325
31385,0.385
31393,0.05
31086,0.2
31114,0.22
12861,0.22
13182,0.705215325873571
13185,0.05
13190,0.1
13194,0.51
13536,0.705215325873571
13542,0.15
13559,0.07
13600,0.43
13608,0.278
13922,0.31
13934,0.1
13634,0.11
13948,0.56
13961,0.6216666666666667
13973,0.59
13976,0.49
13987,0.13
13989,0.6066666666666667
13993,0.25
13685,0.16
13397,0.36333333333333334
13714,0.49
13408,0.32
13416,0.63
13734,0.195
13429,0.7421779956201822
13743,0.49
13745,0.275
13440,0.57
13455,0.33
13461,0.2561000244668176
13469,0.26916666666666667
13780,0.55
13483,0.21
13486,0.13
13805,0.665
13503,0.2325
13821,0.44
14154,0.25
14463,0.42
14464,0.19
14467,0.42
14484,0.244
14494,0.06
14182,0.51
14513,0.59
14517,0.705215325873571
14200,0.23
14230,0.5767043453850454
14533,0.07
14536,0.1
14245,0.35
14246,0.42
14260,0.48333333333333334
14263,0.67
14571,0.5767043453850454
14574,0.02
14278,0.03
14279,0.38
14585,0.36
14589,0.25
14590,0.13
3494,0.08666666666666666
3497,0.43
3824,0.35
3839,0.705215325873571
3513,0.49333333333333335
3937,0.51
3532,0.13
3533,0.3225
3537,0.6333333333333333
3848,0.7421779956201822
3543,0.23
3549,0.14
3553,0.33
3871,0.16
3880,0.01
3568,0.51
3573,0.33
3898,0.6
3585,0.23
3591,0.5767043453850454
3313,0.59
3628,0.23
3356,0.435
3666,0.17
3390,0.39
3704,0.31
3719,0.43
3406,0.7421779956201822
3722,0.32
3438,0.37333333333333335
3743,0.63
3751,0.42
4386,0.49
4081,0.25
4084,0.07
4086,0.27
4407,0.705215325873571
4420,0.2561000244668176
4106,0.23
4108,0.08
4113,0.36
4114,0.37
4429,0.1
4433,0.24
4124,0.6
4145,0.875
4465,0.7421779956201822
4218,0.22
4504,0.19
4520,0.5767043453850454
4523,0.5975
4249,0.12
3946,0.11
3950,0.28
4293,0.09
5752,0.705215325873571
5470,0.4733333333333333
5775,0.27
5777,0.13
5492,0.37
5494,0.23
5495,0.445
5788,0.58
5793,0.2561000244668176
14054,0.4633333333333334
14057,0.003333333333333333
14398,0.16
14416,0.29
14098,0.31
14100,0.5767043453850454
14103,0.09
14106,0.63
14421,0.5767043453850454
14426,0.745
14430,0.05199999999999999
14128,0.48666666666666664
14130,0.22
15110,0.15
14789,0.5072815844286434
14793,0.23
15120,0.15
15128,0.39
15138,0.02
14849,0.37
14853,0.4
14859,0.61
15199,0.28
14903,0.33
14929,0.14
14935,0.4
15253,0.39
14937,0.32
14949,0.06
14951,0.72
14676,0.705215325873571
15000,0.32
15014,0.24
14712,0.28
15022,0.06
15037,0.022666666666666665
15041,0.05
14753,0.38
15062,0.09
15072,0.56
14772,0.47
14775,0.02
15736,0.03
15421,0.12
15424,0.485
15437,0.08
15752,0.345
15755,0.2561000244668176
2158,0.44
2160,0.145
2161,0.15
2490,0.5767043453850454
2493,0.29
2497,0.17
3120,0.21
3123,0.27
2830,0.705215325873571
3145,0.14
2871,0.07
3282,0.36
3288,0.1
2883,0.19333333333333333
3187,0.6553333333333333
2904,0.45
2909,0.04
3205,0.705215325873571
3234,0.2833333333333333
3244,0.2
3245,0.37
3248,0.74
2960,0.2561000244668176
2964,0.43
3260,0.22
3275,0.545
3279,0.524
2984,0.37
2987,0.6366666666666666
2992,0.43
2708,0.235
2718,0.43
3022,0.40333333333333327
3036,0.52
2720,0.4
2735,0.15
3053,0.39
3060,0.705215325873571
3071,0.61
3760,0.01
12309,0.26666666666666666
12322,0.52
12352,0.59
12692,0.64
12382,0.705215325873571
12703,0.53
12710,0.26
12727,0.14800000000000002
12428,0.29
12444,0.58
12447,0.42
12451,0.61
77557,0.07
78505,0.705215325873571
78821,0.27
79784,0.02
80100,0.31
80423,0.19
80437,0.49666666666666665
80750,0.32666666666666666
81060,0.27
81068,0.1
81075,0.11
81381,0.7421779956201822
76604,0.17
77252,0.26
77562,0.04
78212,0.19
78214,0.41
78518,0.62
78520,0.364
78521,0.53
78857,0.34
79163,0.71
79803,0.195
80123,0.51
80136,0.55
80138,0.23
80450,0.11
80454,0.37
80455,0.49
80457,0.63
81401,0.61
2266,0.47
2595,0.04
2289,0.33
2609,0.28
2611,0.705215325873571
2613,0.25
2616,0.41
2628,0.44666666666666666
2654,0.1
2346,0.19
2356,0.595
2057,0.5226995435210133
2364,0.685
2372,0.615
2083,0.705215325873571
2115,0.355
2116,0.47
2117,0.18
2442,0.535
2454,0.35
2147,0.08
71153,0.14
66365,0.27
66998,0.07
67003,0.5
67007,0.43
67012,0.3
67317,0.25
57463,0.31
58098,0.08
58105,0.53
58414,0.11
58420,0.485
58746,0.5767043453850454
59061,0.705215325873571
59068,0.5
59375,0.5767043453850454
59376,0.19
59387,0.17
59700,0.2561000244668176
60026,0.12
60028,0.04
60348,0.0
60655,0.345
60657,0.705215325873571
60973,0.5466666666666666
56201,0.4075
56525,0.13
56837,0.15
56843,0.26
56845,0.36
57164,0.5767043453850454
57805,0.57
57806,0.14
57808,0.09
58111,0.5625
58436,0.44
58447,0.382
58751,0.81
59073,0.4
59396,0.32
59405,0.5226995435210133
59716,0.5926666666666667
60037,0.3
60045,0.7421779956201822
60357,0.08
60363,0.42
60672,0.48
60684,0.5767043453850454
60687,0.4966666666666667
61006,0.11
56220,0.67
56222,0.2
56539,0.15
56540,0.6
56548,0.16
57497,0.5833333333333334
57509,0.705215325873571
57821,0.32
58135,0.145
58458,0.5226995435210133
58790,0.205
59424,0.01
59425,0.42
65474,0.295
65484,0.18
65797,0.22
65810,0.28
65812,0.32
70503,0.705215325873571
70505,0.27
70825,0.25
70831,0.17
70832,0.49
32454,0.34
32781,0.6383333333333333
32789,0.2
32812,0.29
32506,0.42
32512,0.59
32844,0.34
32845,0.34
32852,0.6966666666666668
32875,0.585
32897,0.2561000244668176
32585,0.4133333333333333
32279,0.17
32600,0.46
32610,0.04
32615,0.705215325873571
32635,0.6
32638,0.5
32340,0.63
32345,0.37
32664,0.73
32674,0.24
32393,0.07
32702,0.24
32411,0.41
33048,0.021
33094,0.4
33402,0.67
33413,0.63
33105,0.34
33131,0.155
33168,0.43
33460,0.51
33461,0.33
33473,0.705215325873571
33180,0.5767043453850454
33214,0.49
33219,0.16
33226,0.26166666666666666
32929,0.6566666666666666
32934,0.705215325873571
33241,0.12
41842,0.65
42495,0.12
42807,0.215
42808,0.24
42810,0.36
43122,0.21
44100,0.2561000244668176
44411,0.54
44418,0.14
45388,0.56
45394,0.2473333333333333
45399,0.07
41541,0.2561000244668176
41866,0.2352335979844635
41875,0.43
42189,0.6
42196,0.48
42517,0.37233333333333335
42521,0.05
42829,0.5767043453850454
43477,0.09
44119,0.7421779956201822
44755,0.61
45407,0.58
45414,0.6775
40586,0.44
40917,0.705215325873571
41572,0.42
41889,0.1
41891,0.14
41897,0.095
42202,0.55
42216,0.2561000244668176
42539,0.68
42855,0.52
43173,0.5375
43482,0.705215325873571
43486,0.19
43487,0.68
43803,0.7463452380952379
44131,0.1
44453,0.4
44776,0.32
45103,0.105
45436,0.545
40614,0.16
40937,0.36
41272,0.07
41274,0.01
41586,0.705
41591,0.03
41595,0.32
42237,0.18
70257,0.05
75682,0.09
76004,0.39
72500,0.205
72817,0.14
73461,0.48333333333333334
73785,0.36
73795,0.08
73796,0.3375
74105,0.66
74116,0.06226984126984126
74435,0.54
74743,0.39333333333333337
75071,0.1
75709,0.09
73477,0.2
73483,0.59
73798,0.18
74125,0.37
74128,0.3133333333333333
74450,0.49
74769,0.31
74774,0.55
75085,0.5566666666666666
75089,0.7421779956201822
75406,0.28
76057,0.2
76374,0.42
76376,0.32
71902,0.5767043453850454
71903,0.5066666666666666
72549,0.2561000244668176
72550,0.57
73179,0.10333333333333332
74466,0.2561000244668176
77547,0.445
22773,0.68
22469,0.2352335979844635
22779,0.43
22795,0.7421779956201822
22796,0.0
22482,0.12
22487,0.31
22491,0.39
22817,0.56
22216,0.34
22537,0.2352335979844635
22542,0.29
22556,0.39
22568,0.19
22261,0.31
22266,0.29
22274,0.525
22584,0.63
22281,0.09
22618,0.22
22312,0.095
22329,0.2352335979844635
22643,0.58
22959,0.47
23280,0.41
22996,0.535
22997,0.38
23315,0.56
23033,0.705215325873571
23455,0.4771428571428571
23339,0.43
23371,0.38
23080,0.72
23384,0.28
23101,0.25
23118,0.06
23400,0.25
23139,0.45
22850,0.3
22881,0.11
22891,0.46
32071,0.09
32076,0.825
31775,0.2352335979844635
32743,0.21
32438,0.41
32443,0.31
45011,0.13
45327,0.09
45332,0.35
45334,0.05
40520,0.12369047619047618
40846,0.7421779956201822
41159,0.4786666666666667
41489,0.07
41807,0.44
41813,0.88
42128,0.3
42450,0.45
43406,0.21
43411,0.28
43417,0.43
43726,0.46
45024,0.5767043453850454
40853,0.22
41510,0.71
41514,0.15
41832,0.15
41838,0.16
42156,0.2561000244668176
42475,0.12
42798,0.23
43107,0.63
43111,0.705215325873571
43120,0.16
43121,0.7421779956201822
43422,0.3
44070,0.0
45042,0.705215325873571
40546,0.15
41522,0.705215325873571
54649,0.2833333333333333
54650,0.5767043453850454
54973,0.65
54986,0.16
55300,0.21
55306,0.15
55617,0.7421779956201822
55619,0.31
51440,0.27
51442,0.55
51443,0.32
51772,0.39
52104,0.705215325873571
52424,0.705215325873571
52434,0.535
53069,0.45714285714285713
54025,0.15
54362,0.09
54674,0.19
54678,0.705215325873571
54995,0.4225
55314,0.53
55322,0.27
55639,0.54
55644,0.465
51135,0.705215325873571
51462,0.705215325873571
51466,0.28
52123,0.18
52456,0.705215325873571
52776,0.705215325873571
53090,0.2
53095,0.19
53407,0.2561000244668176
53729,0.62
53735,0.5767043453850454
54047,0.27
54692,0.2561000244668176
55017,0.35
55020,0.4
55027,0.3
55028,0.25
55657,0.01
55660,0.42
50841,0.39
50846,0.36
52143,0.13
53436,0.74
53758,0.06
54064,0.56
54073,0.61
54395,0.28
54397,0.53
54402,0.2561000244668176
55048,0.485
55358,0.2561000244668176
55678,0.26
50858,0.29
51181,0.35
66118,0.33
66125,0.01
61671,0.11
62299,0.2352335979844635
62613,0.15
63253,0.55
63255,0.455
63577,0.57
63580,0.32
63586,0.26
64217,0.06
64223,0.13
64226,0.2
64855,0.59
65189,0.15
65497,0.5767043453850454
65816,0.03
61368,0.38
61994,0.5767043453850454
61996,0.12
62010,0.705215325873571
62960,0.2561000244668176
62961,0.46
63288,0.22
63596,0.26
64558,0.08
64562,0.16
64882,0.21
65210,0.13
66156,0.25
61705,0.32
62026,0.21
62348,0.09
62656,0.3
62665,0.01
62974,0.22
62988,0.14
63295,0.27
63297,0.3
63305,0.09
63624,0.06
64895,0.5383333333333333
65216,0.06
65228,0.45
65863,0.06
65870,0.2352335979844635
61084,0.2
61716,0.11
62686,0.705215325873571
62689,0.5425
62692,0.315
63319,0.18
68020,0.33
68337,0.09
68660,0.17
68673,0.1
68977,0.4366666666666667
69297,0.7421779956201822
69306,0.18
54522,0.2352335979844635
54848,0.24
55154,0.39
55163,0.705215325873571
55165,0.55
55805,0.2352335979844635
55808,0.1
50990,0.13
51641,0.29
51964,0.45
52607,0.5767043453850454
52608,0.37
52924,0.12
52934,0.32
53253,0.35
53262,0.24
53902,0.35
54205,0.04
54208,0.46
54218,0.66
54861,0.37
54862,0.27
51001,0.55
61152,0.05
61155,0.34
61162,0.07
61793,0.285
61799,0.405
62127,0.705215325873571
62754,0.5767043453850454
63078,0.22
64035,0.37
64048,0.34
64688,0.6091666666666667
65010,0.32
65314,0.17
65329,0.33
65635,0.09
65645,0.6866666666666665
65957,0.08
65960,0.22
65965,0.7421779956201822
61179,0.46
61511,0.17
61819,0.5
61827,0.45
63422,0.03
63739,0.38
63744,0.13
63751,0.24525
64376,0.4
64379,0.24
45499,0.2352335979844635
40673,0.09
40992,0.765
40998,0.195
41318,0.49
41327,0.7421779956201822
41966,0.6
41975,0.44
42292,0.705215325873571
43574,0.25
44213,0.5767043453850454
44548,0.07
44861,0.575
44864,0.37
45185,0.02
45187,0.705215325873571
45513,0.55
45520,0.15
40695,0.22
40705,0.86
54147,0.168
54479,0.4
54789,0.5767043453850454
55127,0.6733333333333335
55753,0.705215325873571
50938,0.44
50946,0.465
51264,0.37
51907,0.87
51924,0.32
52249,0.06
52576,0.01
53529,0.57
53535,0.5226995435210133
53541,0.23
53851,0.14
53854,0.09
53858,0.11
54490,0.185
54818,0.21
55457,0.51
50954,0.4966666666666667
50959,0.01
51275,0.13
51280,0.24
51292,0.18
51934,0.52
52256,0.705215325873571
52259,0.1
52264,0.33785714285714286
52267,0.23
52272,0.75
52583,0.59
52591,0.34
52597,0.5033333333333334
52900,0.3
52907,0.11
53557,0.14
53558,0.22
54191,0.62
54196,0.33
17291,0.2833333333333334
27093,0.39
26790,0.15
26795,0.6
27109,0.11
26798,0.2352335979844635
26811,0.29
26828,0.19
27153,0.13
26883,0.21
26884,0.12
27191,0.05
26660,0.13
26677,0.21033333333333332
26690,0.705215325873571
26692,0.2
26695,0.2
27006,0.23
27009,0.5333333333333333
26698,0.425
26702,0.37
26709,0.33
27703,0.42166666666666663
27383,0.2
27396,0.27
27398,0.32
27400,0.1
27741,0.615
27753,0.53
27429,0.12
27776,0.47
27444,0.21
27861,0.48
27460,0.2561000244668176
27791,0.23
27808,0.2561000244668176
27506,0.595
27514,0.2
27825,0.16066666666666665
27523,0.26
27538,0.06
27564,0.17
27567,0.18
27573,0.31916666666666665
27265,0.348
71252,0.64
66464,0.5
66468,0.32
66473,0.67
66788,0.28
67100,0.8266666666666665
72758,0.38
73079,0.5767043453850454
73089,0.13
73397,0.12
73406,0.5
74054,0.46
74358,0.705215325873571
74372,0.15
74681,0.19
75334,0.15
76286,0.695
71495,0.27
71507,0.14
71827,0.07
72143,0.596
72146,0.137636649298414
72461,0.45
73103,0.15666666666666665
73747,0.37
73755,0.0
73756,0.05
74063,0.5226995435210133
74073,0.4
74378,0.01
75018,0.705215325873571
75024,0.26
75354,0.31
75673,0.12
75979,0.08
76302,0.47
76307,0.6
71519,0.58
71846,0.33
72159,0.16
72163,0.5226995435210133
72170,0.36
72479,0.28
72486,0.16
72807,0.38
72810,0.46
73116,0.46
73130,0.12
73134,0.87
73762,0.5767043453850454
75046,0.37
80787,0.5226995435210133
34317,0.5767043453850454
34320,0.6225
34655,0.5866666666666667
34656,0.79
34342,0.54
34670,0.11
34378,0.02
34787,0.705215325873571
34794,0.7066666666666666
34399,0.645
34691,0.21
34693,0.2675
34412,0.5226995435210133
31532,0.17
44791,0.5767043453850454
45117,0.34
45129,0.26
45452,0.215
45459,0.41
45460,0.03
40625,0.13
40958,0.48
40968,0.2561000244668176
41284,0.705215325873571
41616,0.12
41929,0.7421779956201822
42251,0.22
42253,0.215
42901,0.53
43213,0.76
43220,0.41
43523,0.065
43843,0.5833333333333333
43852,0.37
43853,0.31
43860,0.3
44169,0.34
44506,0.52
44811,0.39
44822,0.48
44825,0.34049999999999997
45146,0.37
40656,0.33
40988,0.44
41303,0.2561000244668176
41311,0.77
41313,0.21516666666666664
41953,0.24
42275,0.21
42594,0.2352335979844635
43240,0.28600000000000003
43871,0.53
43876,0.5767043453850454
43881,0.625
44195,0.5733333333333333
44514,0.5266666666666666
44522,0.4
44829,0.7421779956201822
44833,0.705215325873571
45157,0.705215325873571
45161,0.39
45173,0.155
33676,0.44
33678,0.325
33979,0.16
33980,0.2766666666666666
